Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt,term,termMin,termMax,Pct,State
-36.9150719718284,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.03492802817,-36.9150719718284,-36.9150719718284,-36.9150719718284,,
-36.9521995450979,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.9978004549,-36.9521995450979,-36.9521995450979,-36.9521995450979,,
-36.9883383833914,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.96166161661,-36.9883383833914,-36.9883383833914,-36.9883383833914,,
-37.0234412520524,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.92655874795,-37.0234412520524,-37.0234412520524,-37.0234412520524,,
-37.0574630532339,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.89253694677,-37.0574630532339,-37.0574630532339,-37.0574630532339,,
-37.0903607546399,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.85963924536,-37.0903607546399,-37.0903607546399,-37.0903607546399,,
-37.1220933082233,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.82790669178,-37.1220933082233,-37.1220933082233,-37.1220933082233,,
-37.1526215888,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.7973784112,-37.1526215888,-37.1526215888,-37.1526215888,,
-37.1819083355196,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.76809166448,-37.1819083355196,-37.1819083355196,-37.1819083355196,,
-37.2099180968682,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.74008190313,-37.2099180968682,-37.2099180968682,-37.2099180968682,,
-37.2366171767691,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.71338282323,-37.2366171767691,-37.2366171767691,-37.2366171767691,,
-37.2619735828805,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.68802641712,-37.2619735828805,-37.2619735828805,-37.2619735828805,,
-37.2859569777695,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.66404302223,-37.2859569777695,-37.2859569777695,-37.2859569777695,,
-37.3085386333798,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.64146136662,-37.3085386333798,-37.3085386333798,-37.3085386333798,,
-37.3296913886235,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.62030861138,-37.3296913886235,-37.3296913886235,-37.3296913886235,,
-37.349389609649,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.60061039035,-37.349389609649,-37.349389609649,-37.349389609649,,
-37.3676091524041,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.5823908476,-37.3676091524041,-37.3676091524041,-37.3676091524041,,
-37.3843273271588,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.56567267284,-37.3843273271588,-37.3843273271588,-37.3843273271588,,
-37.3995228648239,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.55047713518,-37.3995228648239,-37.3995228648239,-37.3995228648239,,
-37.41317588488,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.53682411512,-37.41317588488,-37.41317588488,-37.41317588488,,
-37.4252678647146,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.52473213529,-37.4252678647146,-37.4252678647146,-37.4252678647146,,
-37.4357816101458,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.51421838985,-37.4357816101458,-37.4357816101458,-37.4357816101458,,
-37.4447012268531,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.50529877315,-37.4447012268531,-37.4447012268531,-37.4447012268531,,
-37.4520120925092,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.49798790749,-37.4520120925092,-37.4520120925092,-37.4520120925092,,
-37.4577008293374,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.49229917066,-37.4577008293374,-37.4577008293374,-37.4577008293374,,
-37.4617552769052,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.48824472309,-37.4617552769052,-37.4617552769052,-37.4617552769052,,
-37.4641644649539,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.48583553505,-37.4641644649539,-37.4641644649539,-37.4641644649539,,
-37.464918586071,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.48508141393,-37.464918586071,-37.464918586071,-37.464918586071,,
-37.4640089680745,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.48599103193,-37.4640089680745,-37.4640089680745,-37.4640089680745,,
-37.4614280459102,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.48857195409,-37.4614280459102,-37.4614280459102,-37.4614280459102,,
-37.4571693329946,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.49283066701,-37.4571693329946,-37.4571693329946,-37.4571693329946,,
-37.4512273918728,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.49877260813,-37.4512273918728,-37.4512273918728,-37.4512273918728,,
-37.4435978041349,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.50640219587,-37.4435978041349,-37.4435978041349,-37.4435978041349,,
-37.4342771395543,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.51572286045,-37.4342771395543,-37.4342771395543,-37.4342771395543,,
-37.4232629244509,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.52673707555,-37.4232629244509,-37.4232629244509,-37.4232629244509,,
-37.4105536111603,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.53944638884,-37.4105536111603,-37.4105536111603,-37.4105536111603,,
-37.3961485372767,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.55385146272,-37.3961485372767,-37.3961485372767,-37.3961485372767,,
-37.3800479058948,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.56995209411,-37.3800479058948,-37.3800479058948,-37.3800479058948,,
-37.3622527411973,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.5877472588,-37.3622527411973,-37.3622527411973,-37.3622527411973,,
-37.3427648531144,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.60723514689,-37.3427648531144,-37.3427648531144,-37.3427648531144,,
-37.3215868040836,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.62841319592,-37.3215868040836,-37.3215868040836,-37.3215868040836,,
-37.2987218757109,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.65127812429,-37.2987218757109,-37.2987218757109,-37.2987218757109,,
-37.2741740351486,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.67582596485,-37.2741740351486,-37.2741740351486,-37.2741740351486,,
-37.2479479013002,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.7020520987,-37.2479479013002,-37.2479479013002,-37.2479479013002,,
-37.2200487114034,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.7299512886,-37.2200487114034,-37.2200487114034,-37.2200487114034,,
-37.1904822899171,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.75951771008,-37.1904822899171,-37.1904822899171,-37.1904822899171,,
-37.1592550120906,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.79074498791,-37.1592550120906,-37.1592550120906,-37.1592550120906,,
-37.1263737840702,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.82362621593,-37.1263737840702,-37.1263737840702,-37.1263737840702,,
-37.0918460095338,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.85815399047,-37.0918460095338,-37.0918460095338,-37.0918460095338,,
-37.0556795636123,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.89432043639,-37.0556795636123,-37.0556795636123,-37.0556795636123,,
-37.0178827691772,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.93211723082,-37.0178827691772,-37.0178827691772,-37.0178827691772,,
-36.9784643764044,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.9715356236,-36.9784643764044,-36.9784643764044,-36.9784643764044,,
-36.9374335446857,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.01256645531,-36.9374335446857,-36.9374335446857,-36.9374335446857,,
-36.8947998269616,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.05520017304,-36.8947998269616,-36.8947998269616,-36.8947998269616,,
-36.8505731565139,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.09942684349,-36.8505731565139,-36.8505731565139,-36.8505731565139,,
-36.8047638364162,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.14523616358,-36.8047638364162,-36.8047638364162,-36.8047638364162,,
-36.7573825317806,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.19261746822,-36.7573825317806,-36.7573825317806,-36.7573825317806,,
-36.7084402647972,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.2415597352,-36.7084402647972,-36.7084402647972,-36.7084402647972,,
-36.6579484124934,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.29205158751,-36.6579484124934,-36.6579484124934,-36.6579484124934,,
-36.6059187070689,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.34408129293,-36.6059187070689,-36.6059187070689,-36.6059187070689,,
-36.5523632386286,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.39763676137,-36.5523632386286,-36.5523632386286,-36.5523632386286,,
-36.4972944601188,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.45270553988,-36.4972944601188,-36.4972944601188,-36.4972944601188,,
-36.4407251942495,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.50927480575,-36.4407251942495,-36.4407251942495,-36.4407251942495,,
-36.3826686421755,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.56733135782,-36.3826686421755,-36.3826686421755,-36.3826686421755,,
-36.323138393662,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.62686160634,-36.323138393662,-36.323138393662,-36.323138393662,,
-36.262148438471,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.68785156153,-36.262148438471,-36.262148438471,-36.262148438471,,
-36.1997131786276,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.75028682137,-36.1997131786276,-36.1997131786276,-36.1997131786276,,
-36.1358474412802,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.81415255872,-36.1358474412802,-36.1358474412802,-36.1358474412802,,
-36.0705664918061,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.87943350819,-36.0705664918061,-36.0705664918061,-36.0705664918061,,
-36.0038860468378,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.94611395316,-36.0038860468378,-36.0038860468378,-36.0038860468378,,
-35.9358222868816,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.01417771312,-35.9358222868816,-35.9358222868816,-35.9358222868816,,
-35.866391868197,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.0836081318,-35.866391868197,-35.866391868197,-35.866391868197,,
-35.795611933627,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.15438806637,-35.795611933627,-35.795611933627,-35.795611933627,,
-35.7235001220772,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.22649987792,-35.7235001220772,-35.7235001220772,-35.7235001220772,,
-35.6500722405692,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.29992775943,-35.6500722405692,-35.6500722405692,-35.6500722405692,,
-35.575326891166,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.37467310883,-35.575326891166,-35.575326891166,-35.575326891166,,
-35.4992429482401,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.45075705176,-35.4992429482401,-35.4992429482401,-35.4992429482401,,
-35.4218020472947,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.52819795271,-35.4218020472947,-35.4218020472947,-35.4218020472947,,
-35.3430086072842,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.60699139272,-35.3430086072842,-35.3430086072842,-35.3430086072842,,
-35.2628923582362,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.68710764176,-35.2628923582362,-35.2628923582362,-35.2628923582362,,
-35.1814997628473,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.76850023715,-35.1814997628473,-35.1814997628473,-35.1814997628473,,
-35.0988842385988,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.8511157614,-35.0988842385988,-35.0988842385988,-35.0988842385988,,
-35.0150993666632,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.93490063334,-35.0150993666632,-35.0150993666632,-35.0150993666632,,
-34.9301971879742,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.01980281203,-34.9301971879742,-34.9301971879742,-34.9301971879742,,
-34.8442289073857,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.10577109261,-34.8442289073857,-34.8442289073857,-34.8442289073857,,
-34.7572464612978,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.1927535387,-34.7572464612978,-34.7572464612978,-34.7572464612978,,
-34.6693037236448,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.28069627636,-34.6693037236448,-34.6693037236448,-34.6693037236448,,
-34.5804569248669,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.36954307513,-34.5804569248669,-34.5804569248669,-34.5804569248669,,
-34.4907643986973,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.4592356013,-34.4907643986973,-34.4907643986973,-34.4907643986973,,
-34.4002859798422,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.54971402016,-34.4002859798422,-34.4002859798422,-34.4002859798422,,
-34.309082615053,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.64091738495,-34.309082615053,-34.309082615053,-34.309082615053,,
-34.2172159644571,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.73278403554,-34.2172159644571,-34.2172159644571,-34.2172159644571,,
-34.1247481910888,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.82525180891,-34.1247481910888,-34.1247481910888,-34.1247481910888,,
-34.0317418603483,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.91825813965,-34.0317418603483,-34.0317418603483,-34.0317418603483,,
-33.9382598753993,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.0117401246,-33.9382598753993,-33.9382598753993,-33.9382598753993,,
-33.84436540507,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.10563459493,-33.84436540507,-33.84436540507,-33.84436540507,,
-33.7501217902829,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.19987820972,-33.7501217902829,-33.7501217902829,-33.7501217902829,,
-33.6555924372698,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.29440756273,-33.6555924372698,-33.6555924372698,-33.6555924372698,,
-33.5608407119991,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.389159288,-33.5608407119991,-33.5608407119991,-33.5608407119991,,
-33.4659298462968,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.4840701537,-33.4659298462968,-33.4659298462968,-33.4659298462968,,
-33.3709228595382,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.57907714046,-33.3709228595382,-33.3709228595382,-33.3709228595382,,
-33.2758824948598,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.67411750514,-33.2758824948598,-33.2758824948598,-33.2758824948598,,
-33.1808711669375,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.76912883306,-33.1808711669375,-33.1808711669375,-33.1808711669375,,
-33.0859509185886,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.86404908141,-33.0859509185886,-33.0859509185886,-33.0859509185886,,
-32.9911833846247,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.95881661538,-32.9911833846247,-32.9911833846247,-32.9911833846247,,
-32.8966297623549,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.05337023765,-32.8966297623549,-32.8966297623549,-32.8966297623549,,
