Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt,term,termMin,termMax,Pct,State
-36.3930124719374,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.55698752806,-36.3930124719374,-36.3930124719374,-36.3930124719374,,
-36.4620544202619,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.48794557974,-36.4620544202619,-36.4620544202619,-36.4620544202619,,
-36.5323635826164,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.41763641738,-36.5323635826164,-36.5323635826164,-36.5323635826164,,
-36.6038106944863,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.34618930551,-36.6038106944863,-36.6038106944863,-36.6038106944863,,
-36.6762681095217,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.27373189048,-36.6762681095217,-36.6762681095217,-36.6762681095217,,
-36.7496130961001,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.2003869039,-36.7496130961001,-36.7496130961001,-36.7496130961001,,
-36.8237294542034,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.1262705458,-36.8237294542034,-36.8237294542034,-36.8237294542034,,
-36.8985075610228,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7223.05149243898,-36.8985075610228,-36.8985075610228,-36.8985075610228,,
-36.9738432160731,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.97615678393,-36.9738432160731,-36.9738432160731,-36.9738432160731,,
-37.0496367834487,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.90036321655,-37.0496367834487,-37.0496367834487,-37.0496367834487,,
-37.1257924757985,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.8242075242,-37.1257924757985,-37.1257924757985,-37.1257924757985,,
-37.2022182928178,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.74778170718,-37.2022182928178,-37.2022182928178,-37.2022182928178,,
-37.2788260509416,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.67117394906,-37.2788260509416,-37.2788260509416,-37.2788260509416,,
-37.3555314287525,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.59446857125,-37.3555314287525,-37.3555314287525,-37.3555314287525,,
-37.4322539178149,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.51774608219,-37.4322539178149,-37.4322539178149,-37.4322539178149,,
-37.5089166801774,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.44108331982,-37.5089166801774,-37.5089166801774,-37.5089166801774,,
-37.585446365086,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.36455363491,-37.585446365086,-37.585446365086,-37.585446365086,,
-37.6617729343909,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.28822706561,-37.6617729343909,-37.6617729343909,-37.6617729343909,,
-37.7378295189857,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.21217048101,-37.7378295189857,-37.7378295189857,-37.7378295189857,,
-37.8135523038629,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.13644769614,-37.8135523038629,-37.8135523038629,-37.8135523038629,,
-37.888880428429,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7222.06111957157,-37.888880428429,-37.888880428429,-37.888880428429,,
-37.963755890197,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.9862441098,-37.963755890197,-37.963755890197,-37.963755890197,,
-38.0381234468307,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.91187655317,-38.0381234468307,-38.0381234468307,-38.0381234468307,,
-38.111930483242,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.83806951676,-38.111930483242,-38.111930483242,-38.111930483242,,
-38.1851270774616,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.76487292254,-38.1851270774616,-38.1851270774616,-38.1851270774616,,
-38.2576655427285,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.69233445727,-38.2576655427285,-38.2576655427285,-38.2576655427285,,
-38.3295007792924,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.62049922071,-38.3295007792924,-38.3295007792924,-38.3295007792924,,
-38.4005899684546,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.54941003155,-38.4005899684546,-38.4005899684546,-38.4005899684546,,
-38.4708925340585,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.47910746594,-38.4708925340585,-38.4708925340585,-38.4708925340585,,
-38.5403700415074,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.40962995849,-38.5403700415074,-38.5403700415074,-38.5403700415074,,
-38.6089861455914,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.34101385441,-38.6089861455914,-38.6089861455914,-38.6089861455914,,
-38.6767065275355,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.27329347246,-38.6767065275355,-38.6767065275355,-38.6767065275355,,
-38.7434988502238,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.20650114978,-38.7434988502238,-38.7434988502238,-38.7434988502238,,
-38.809332700019,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.14066729998,-38.809332700019,-38.809332700019,-38.809332700019,,
-38.8741795273974,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.0758204726,-38.8741795273974,-38.8741795273974,-38.8741795273974,,
-38.9380125942254,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7221.01198740577,-38.9380125942254,-38.9380125942254,-38.9380125942254,,
-39.0008069251973,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.9491930748,-39.0008069251973,-39.0008069251973,-39.0008069251973,,
-39.062539262901,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.8874607371,-39.062539262901,-39.062539262901,-39.062539262901,,
-39.1231880248963,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.8268119751,-39.1231880248963,-39.1231880248963,-39.1231880248963,,
-39.1827332620434,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.76726673796,-39.1827332620434,-39.1827332620434,-39.1827332620434,,
-39.2411566177263,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.70884338227,-39.2411566177263,-39.2411566177263,-39.2411566177263,,
-39.2984412879934,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.65155871201,-39.2984412879934,-39.2984412879934,-39.2984412879934,,
-39.3545719825708,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.59542801743,-39.3545719825708,-39.3545719825708,-39.3545719825708,,
-39.4095348866642,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.54046511334,-39.4095348866642,-39.4095348866642,-39.4095348866642,,
-39.4633176232985,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.4866823767,-39.4633176232985,-39.4633176232985,-39.4633176232985,,
-39.5159092159121,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.43409078409,-39.5159092159121,-39.5159092159121,-39.5159092159121,,
-39.5673000509934,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.38269994901,-39.5673000509934,-39.5673000509934,-39.5673000509934,,
-39.617481840519,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.33251815948,-39.617481840519,-39.617481840519,-39.617481840519,,
-39.6664475840755,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.28355241592,-39.6664475840755,-39.6664475840755,-39.6664475840755,,
-39.7141915305558,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.23580846944,-39.7141915305558,-39.7141915305558,-39.7141915305558,,
-39.7607091393631,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.18929086064,-39.7607091393631,-39.7607091393631,-39.7607091393631,,
-39.8059970432707,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.14400295673,-39.8059970432707,-39.8059970432707,-39.8059970432707,,
-39.8500530017211,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.09994699828,-39.8500530017211,-39.8500530017211,-39.8500530017211,,
-39.8928758677368,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.05712413226,-39.8928758677368,-39.8928758677368,-39.8928758677368,,
-39.9344655524603,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7220.01553444754,-39.9344655524603,-39.9344655524603,-39.9344655524603,,
-39.9748229683975,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.9751770316,-39.9748229683975,-39.9748229683975,-39.9748229683975,,
-40.0139499909312,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.93605000907,-40.0139499909312,-40.0139499909312,-40.0139499909312,,
-40.0518494196569,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.89815058034,-40.0518494196569,-40.0518494196569,-40.0518494196569,,
-40.0885249390223,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.86147506098,-40.0885249390223,-40.0885249390223,-40.0885249390223,,
-40.1239810778836,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.82601892212,-40.1239810778836,-40.1239810778836,-40.1239810778836,,
-40.1582231685226,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.79177683148,-40.1582231685226,-40.1582231685226,-40.1582231685226,,
-40.1912573060401,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.75874269396,-40.1912573060401,-40.1912573060401,-40.1912573060401,,
-40.2230903088786,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.72690969112,-40.2230903088786,-40.2230903088786,-40.2230903088786,,
-40.2537296809807,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.69627031902,-40.2537296809807,-40.2537296809807,-40.2537296809807,,
-40.283183577296,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.6668164227,-40.283183577296,-40.283183577296,-40.283183577296,,
-40.3114607649806,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.63853923502,-40.3114607649806,-40.3114607649806,-40.3114607649806,,
-40.3385705975363,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.61142940246,-40.3385705975363,-40.3385705975363,-40.3385705975363,,
-40.3645229870883,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.58547701291,-40.3645229870883,-40.3645229870883,-40.3645229870883,,
-40.3893283705185,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.56067162948,-40.3893283705185,-40.3893283705185,-40.3893283705185,,
-40.4129976850638,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.53700231494,-40.4129976850638,-40.4129976850638,-40.4129976850638,,
-40.4355423470035,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.514457653,-40.4355423470035,-40.4355423470035,-40.4355423470035,,
-40.4569742340065,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.49302576599,-40.4569742340065,-40.4569742340065,-40.4569742340065,,
-40.4773056700207,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.47269432998,-40.4773056700207,-40.4773056700207,-40.4773056700207,,
-40.496549412793,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.45345058721,-40.496549412793,-40.496549412793,-40.496549412793,,
-40.5147186441101,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.43528135589,-40.5147186441101,-40.5147186441101,-40.5147186441101,,
-40.5318269629226,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.41817303708,-40.5318269629226,-40.5318269629226,-40.5318269629226,,
-40.5478883814014,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.4021116186,-40.5478883814014,-40.5478883814014,-40.5478883814014,,
-40.5629173237869,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.38708267621,-40.5629173237869,-40.5629173237869,-40.5629173237869,,
-40.576928627813,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.37307137219,-40.576928627813,-40.576928627813,-40.576928627813,,
-40.5899375484352,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.36006245156,-40.5899375484352,-40.5899375484352,-40.5899375484352,,
-40.6019597635934,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.34804023641,-40.6019597635934,-40.6019597635934,-40.6019597635934,,
-40.6130113816946,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.33698861831,-40.6130113816946,-40.6130113816946,-40.6130113816946,,
-40.6231089505365,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.32689104946,-40.6231089505365,-40.6231089505365,-40.6231089505365,,
-40.6322694673492,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.31773053265,-40.6322694673492,-40.6322694673492,-40.6322694673492,,
-40.640510389607,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.30948961039,-40.640510389607,-40.640510389607,-40.640510389607,,
-40.647849646268,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.30215035373,-40.647849646268,-40.647849646268,-40.647849646268,,
-40.6543056490875,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.29569435091,-40.6543056490875,-40.6543056490875,-40.6543056490875,,
-40.6598973036163,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.29010269638,-40.6598973036163,-40.6598973036163,-40.6598973036163,,
-40.6646440195611,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.28535598044,-40.6646440195611,-40.6646440195611,-40.6646440195611,,
-40.6685657201326,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.28143427987,-40.6685657201326,-40.6685657201326,-40.6685657201326,,
-40.6716828500559,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27831714994,-40.6716828500559,-40.6716828500559,-40.6716828500559,,
-40.6740163819351,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27598361806,-40.6740163819351,-40.6740163819351,-40.6740163819351,,
-40.6755878206688,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27441217933,-40.6755878206688,-40.6755878206688,-40.6755878206688,,
-40.6764192056518,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27358079435,-40.6764192056518,-40.6764192056518,-40.6764192056518,,
-40.67653311054,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27346688946,-40.67653311054,-40.67653311054,-40.67653311054,,
-40.675952640365,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27404735964,-40.675952640365,-40.675952640365,-40.675952640365,,
-40.6747014258619,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27529857414,-40.6747014258619,-40.6747014258619,-40.6747014258619,,
-40.6728036148845,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27719638512,-40.6728036148845,-40.6728036148845,-40.6728036148845,,
-40.6702838608446,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.27971613916,-40.6702838608446,-40.6702838608446,-40.6702838608446,,
-40.667167312946,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.28283268705,-40.667167312946,-40.667167312946,-40.667167312946,,
-40.6634795754437,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.28652042456,-40.6634795754437,-40.6634795754437,-40.6634795754437,,
-40.659246733566,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.29075326643,-40.659246733566,-40.659246733566,-40.659246733566,,
-40.654495287443,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.29550471256,-40.654495287443,-40.654495287443,-40.654495287443,,
-40.6492521407756,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.30074785922,-40.6492521407756,-40.6492521407756,-40.6492521407756,,
-40.6435445758554,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.30645542414,-40.6435445758554,-40.6435445758554,-40.6435445758554,,
-40.6374002232444,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.31259977676,-40.6374002232444,-40.6374002232444,-40.6374002232444,,
-40.6308470297256,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.31915297027,-40.6308470297256,-40.6308470297256,-40.6308470297256,,
-40.623913225467,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.32608677453,-40.623913225467,-40.623913225467,-40.623913225467,,
-40.6166272907987,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.3333727092,-40.6166272907987,-40.6166272907987,-40.6166272907987,,
-40.6090179228524,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.34098207715,-40.6090179228524,-40.6090179228524,-40.6090179228524,,
-40.6011140025104,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.34888599749,-40.6011140025104,-40.6011140025104,-40.6011140025104,,
-40.5929445620397,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.35705543796,-40.5929445620397,-40.5929445620397,-40.5929445620397,,
-40.5845387539086,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.36546124609,-40.5845387539086,-40.5845387539086,-40.5845387539086,,
-40.5759241844627,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.37407581554,-40.5759241844627,-40.5759241844627,-40.5759241844627,,
-40.5671151231329,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.38288487687,-40.5671151231329,-40.5671151231329,-40.5671151231329,,
-40.5581047393354,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.39189526066,-40.5581047393354,-40.5581047393354,-40.5581047393354,,
-40.5488821657065,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.40111783429,-40.5488821657065,-40.5488821657065,-40.5488821657065,,
-40.5394530452033,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.4105469548,-40.5394530452033,-40.5394530452033,-40.5394530452033,,
-40.5298448655296,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.42015513447,-40.5298448655296,-40.5298448655296,-40.5298448655296,,
-40.5201011763149,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.42989882369,-40.5201011763149,-40.5201011763149,-40.5201011763149,,
-40.5102734273925,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.43972657261,-40.5102734273925,-40.5102734273925,-40.5102734273925,,
-40.5004150055403,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.44958499446,-40.5004150055403,-40.5004150055403,-40.5004150055403,,
-40.4905784995237,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.45942150048,-40.4905784995237,-40.4905784995237,-40.4905784995237,,
-40.4808154321301,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.46918456787,-40.4808154321301,-40.4808154321301,-40.4808154321301,,
-40.4711770924498,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.47882290755,-40.4711770924498,-40.4711770924498,-40.4711770924498,,
-40.4617154286008,0,0,0,0,1,0,0,167.35987267174,43.0725126709326,7260,17.5324397735733,0.0357116785741896,7219.4882845714,-40.4617154286008,-40.4617154286008,-40.4617154286008,,
